SecondaryStoreID	StoreName	DateOfBusiness	TotalSales	Count_TC	Salestype_Ctg	Region
6701044	Petronas Damai Perdana	2025-03-07	592	17	DINE IN	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-07	776	23	FOOD PANDA	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-07	1394	35	GRAB FOOD	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-07		9	NONE	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-07	924	37	TAKE AWAY	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-08	782	22	DINE IN	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-08	696	15	FOOD PANDA	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-08	1759	45	GRAB FOOD	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-08		9	NONE	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-08	1734	59	TAKE AWAY	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-09	844	28	DINE IN	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-09	929	26	FOOD PANDA	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-09	1092	29	GRAB FOOD	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-09		10	NONE	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-09	1841	52	TAKE AWAY	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-10	206	7	DINE IN	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-10	183	7	FOOD PANDA	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-10	899	27	GRAB FOOD	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-10		11	NONE	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-10	1132	34	TAKE AWAY	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-11	148	6	DINE IN	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-11	265	7	FOOD PANDA	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-11	1481	44	GRAB FOOD	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-11		1	NONE	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-11	1125	41	TAKE AWAY	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-12	444	12	DINE IN	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-12	206	5	FOOD PANDA	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-12	969	29	GRAB FOOD	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-12		8	NONE	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-12	1083	38	TAKE AWAY	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-13	428	13	DINE IN	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-13	412	10	FOOD PANDA	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-13	1131	29	GRAB FOOD	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-13		1	NONE	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-13	1159	39	TAKE AWAY	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-14	611	28	DINE IN	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-14	191	6	FOOD PANDA	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-14	1368	34	GRAB FOOD	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-14		9	NONE	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-14	1940	43	TAKE AWAY	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-15	283	9	DINE IN	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-15	384	10	FOOD PANDA	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-15	1226	28	GRAB FOOD	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-15		9	NONE	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-15	1331	46	TAKE AWAY	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-16	586	17	DINE IN	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-16	311	9	FOOD PANDA	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-16	1265	32	GRAB FOOD	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-16		1	NONE	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-16	1155	48	TAKE AWAY	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-17	666	25	DINE IN	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-17	501	11	FOOD PANDA	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-17	682	18	GRAB FOOD	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-17		1	NONE	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-17	1337	41	TAKE AWAY	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-18	757	29	DINE IN	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-18	249	9	FOOD PANDA	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-18	1078	34	GRAB FOOD	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-18		1	NONE	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-18	990	38	TAKE AWAY	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-19	388	14	DINE IN	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-19	227	7	FOOD PANDA	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-19	1332	34	GRAB FOOD	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-19		1	NONE	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-19	979	36	TAKE AWAY	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-20	410	17	DINE IN	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-20	147	5	FOOD PANDA	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-20	928	30	GRAB FOOD	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-20		9	NONE	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-20	1145	38	TAKE AWAY	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-21	374	13	DINE IN	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-21	263	5	FOOD PANDA	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-21	1306	33	GRAB FOOD	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-21		9	NONE	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-21	1517	49	TAKE AWAY	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-22	958	30	DINE IN	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-22	133	5	FOOD PANDA	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-22	1493	44	GRAB FOOD	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-22		8	NONE	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-22	1790	47	TAKE AWAY	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-23	609	12	DINE IN	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-23	220	5	FOOD PANDA	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-23	1026	20	GRAB FOOD	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-23		8	NONE	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-23	1455	43	TAKE AWAY	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-24	819	30	DINE IN	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-24	252	6	FOOD PANDA	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-24	699	22	GRAB FOOD	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-24		8	NONE	FEDERAL TERRITORY
6701044	Petronas Damai Perdana	2025-03-24	1365	45	TAKE AWAY	FEDERAL TERRITORY
6701045	AEON Melaka SC	2025-03-01	8985	192	DINE IN	MALACCA
6701045	AEON Melaka SC	2025-03-01	1333	34	FOOD PANDA	MALACCA
6701045	AEON Melaka SC	2025-03-01	1364	28	GRAB FOOD	MALACCA
6701045	AEON Melaka SC	2025-03-01		11	NONE	MALACCA
6701045	AEON Melaka SC	2025-03-01	2551	85	TAKE AWAY	MALACCA
6701045	AEON Melaka SC	2025-03-02	784	20	DINE IN	MALACCA
6701045	AEON Melaka SC	2025-03-02	776	19	FOOD PANDA	MALACCA
6701045	AEON Melaka SC	2025-03-02	1753	42	GRAB FOOD	MALACCA
6701045	AEON Melaka SC	2025-03-02		11	NONE	MALACCA
6701045	AEON Melaka SC	2025-03-02	538	18	TAKE AWAY	MALACCA
6701045	AEON Melaka SC	2025-03-03	497	12	DINE IN	MALACCA
6701045	AEON Melaka SC	2025-03-03	324	10	FOOD PANDA	MALACCA
6701045	AEON Melaka SC	2025-03-03	1180	30	GRAB FOOD	MALACCA
6701045	AEON Melaka SC	2025-03-03		14	NONE	MALACCA
6701045	AEON Melaka SC	2025-03-03	583	16	TAKE AWAY	MALACCA
6701045	AEON Melaka SC	2025-03-04	552	22	DINE IN	MALACCA
6701045	AEON Melaka SC	2025-03-04	471	12	FOOD PANDA	MALACCA
6701045	AEON Melaka SC	2025-03-04	718	16	GRAB FOOD	MALACCA
6701045	AEON Melaka SC	2025-03-04		12	NONE	MALACCA
6701045	AEON Melaka SC	2025-03-04	490	16	TAKE AWAY	MALACCA
6701045	AEON Melaka SC	2025-03-05	514	11	DINE IN	MALACCA
6701045	AEON Melaka SC	2025-03-05	208	6	FOOD PANDA	MALACCA
6701045	AEON Melaka SC	2025-03-05	928	26	GRAB FOOD	MALACCA
6701045	AEON Melaka SC	2025-03-05		12	NONE	MALACCA
6701045	AEON Melaka SC	2025-03-05	522	20	TAKE AWAY	MALACCA
6701045	AEON Melaka SC	2025-03-06	854	25	DINE IN	MALACCA
6701045	AEON Melaka SC	2025-03-06	586	16	FOOD PANDA	MALACCA
6701045	AEON Melaka SC	2025-03-06	1362	32	GRAB FOOD	MALACCA
6701045	AEON Melaka SC	2025-03-06		11	NONE	MALACCA
6701045	AEON Melaka SC	2025-03-06	966	26	TAKE AWAY	MALACCA
6701045	AEON Melaka SC	2025-03-07	1080	27	DINE IN	MALACCA
6701045	AEON Melaka SC	2025-03-07	588	14	FOOD PANDA	MALACCA
6701045	AEON Melaka SC	2025-03-07	852	18	GRAB FOOD	MALACCA
6701045	AEON Melaka SC	2025-03-07		11	NONE	MALACCA
6701045	AEON Melaka SC	2025-03-07	602	23	TAKE AWAY	MALACCA
6701045	AEON Melaka SC	2025-03-08	1757	37	DINE IN	MALACCA
6701045	AEON Melaka SC	2025-03-08	600	15	FOOD PANDA	MALACCA
6701045	AEON Melaka SC	2025-03-08	904	26	GRAB FOOD	MALACCA
6701045	AEON Melaka SC	2025-03-08		13	NONE	MALACCA
6701045	AEON Melaka SC	2025-03-08	1532	46	TAKE AWAY	MALACCA
6701045	AEON Melaka SC	2025-03-09	1300	28	DINE IN	MALACCA
6701045	AEON Melaka SC	2025-03-09	863	24	FOOD PANDA	MALACCA
6701045	AEON Melaka SC	2025-03-09	1362	40	GRAB FOOD	MALACCA
6701045	AEON Melaka SC	2025-03-09		15	NONE	MALACCA
6701045	AEON Melaka SC	2025-03-09	1792	59	TAKE AWAY	MALACCA
6701045	AEON Melaka SC	2025-03-10	675	15	DINE IN	MALACCA
6701045	AEON Melaka SC	2025-03-10	183	6	FOOD PANDA	MALACCA
6701045	AEON Melaka SC	2025-03-10	1166	21	GRAB FOOD	MALACCA
6701045	AEON Melaka SC	2025-03-10		13	NONE	MALACCA
6701045	AEON Melaka SC	2025-03-10	1146	34	TAKE AWAY	MALACCA
6701045	AEON Melaka SC	2025-03-11	793	23	DINE IN	MALACCA
6701045	AEON Melaka SC	2025-03-11	307	5	FOOD PANDA	MALACCA
6701045	AEON Melaka SC	2025-03-11	540	13	GRAB FOOD	MALACCA
6701045	AEON Melaka SC	2025-03-11	690	18	TAKE AWAY	MALACCA
6701045	AEON Melaka SC	2025-03-12	697	18	DINE IN	MALACCA
6701045	AEON Melaka SC	2025-03-12	234	6	FOOD PANDA	MALACCA
6701045	AEON Melaka SC	2025-03-12	1176	23	GRAB FOOD	MALACCA
6701045	AEON Melaka SC	2025-03-12		12	NONE	MALACCA
6701045	AEON Melaka SC	2025-03-12	1519	54	TAKE AWAY	MALACCA
6701045	AEON Melaka SC	2025-03-13	926	23	DINE IN	MALACCA
6701045	AEON Melaka SC	2025-03-13	247	5	FOOD PANDA	MALACCA
6701045	AEON Melaka SC	2025-03-13	1077	25	GRAB FOOD	MALACCA
6701045	AEON Melaka SC	2025-03-13		21	NONE	MALACCA
6701045	AEON Melaka SC	2025-03-13	600	19	TAKE AWAY	MALACCA
6701045	AEON Melaka SC	2025-03-14	1535	44	DINE IN	MALACCA
6701045	AEON Melaka SC	2025-03-14	528	13	FOOD PANDA	MALACCA
6701045	AEON Melaka SC	2025-03-14	1066	25	GRAB FOOD	MALACCA
6701045	AEON Melaka SC	2025-03-14		13	NONE	MALACCA
6701045	AEON Melaka SC	2025-03-14	1016	35	TAKE AWAY	MALACCA
6701045	AEON Melaka SC	2025-03-15	1911	50	DINE IN	MALACCA
6701045	AEON Melaka SC	2025-03-15	216	7	FOOD PANDA	MALACCA
6701045	AEON Melaka SC	2025-03-15	1240	29	GRAB FOOD	MALACCA
6701045	AEON Melaka SC	2025-03-15		14	NONE	MALACCA
6701045	AEON Melaka SC	2025-03-15	2335	62	TAKE AWAY	MALACCA
6701045	AEON Melaka SC	2025-03-16	2383	57	DINE IN	MALACCA
6701045	AEON Melaka SC	2025-03-16	535	13	FOOD PANDA	MALACCA
6701045	AEON Melaka SC	2025-03-16	1214	28	GRAB FOOD	MALACCA
6701045	AEON Melaka SC	2025-03-16		14	NONE	MALACCA
6701045	AEON Melaka SC	2025-03-16	2406	86	TAKE AWAY	MALACCA
6701045	AEON Melaka SC	2025-03-17	1139	26	DINE IN	MALACCA
6701045	AEON Melaka SC	2025-03-17	381	11	FOOD PANDA	MALACCA
6701045	AEON Melaka SC	2025-03-17	1127	27	GRAB FOOD	MALACCA
6701045	AEON Melaka SC	2025-03-17		13	NONE	MALACCA
6701045	AEON Melaka SC	2025-03-17	873	30	TAKE AWAY	MALACCA
6701045	AEON Melaka SC	2025-03-18	1034	25	DINE IN	MALACCA
6701045	AEON Melaka SC	2025-03-18	396	8	FOOD PANDA	MALACCA
6701045	AEON Melaka SC	2025-03-18	908	23	GRAB FOOD	MALACCA
6701045	AEON Melaka SC	2025-03-18		16	NONE	MALACCA
6701045	AEON Melaka SC	2025-03-18	1194	37	TAKE AWAY	MALACCA
6701045	AEON Melaka SC	2025-03-19	716	19	DINE IN	MALACCA
6701045	AEON Melaka SC	2025-03-19	345	7	FOOD PANDA	MALACCA
6701045	AEON Melaka SC	2025-03-19	988	24	GRAB FOOD	MALACCA
6701045	AEON Melaka SC	2025-03-19		15	NONE	MALACCA
6701045	AEON Melaka SC	2025-03-19	1464	56	TAKE AWAY	MALACCA
6701045	AEON Melaka SC	2025-03-20	1341	32	DINE IN	MALACCA
6701045	AEON Melaka SC	2025-03-20	629	11	FOOD PANDA	MALACCA
6701045	AEON Melaka SC	2025-03-20	853	21	GRAB FOOD	MALACCA
6701045	AEON Melaka SC	2025-03-20		14	NONE	MALACCA
6701045	AEON Melaka SC	2025-03-20	1060	29	TAKE AWAY	MALACCA
6701045	AEON Melaka SC	2025-03-21	2556	74	DINE IN	MALACCA
6701045	AEON Melaka SC	2025-03-21	315	6	FOOD PANDA	MALACCA
6701045	AEON Melaka SC	2025-03-21	1067	26	GRAB FOOD	MALACCA
6701045	AEON Melaka SC	2025-03-21		10	NONE	MALACCA
6701045	AEON Melaka SC	2025-03-21	1427	44	TAKE AWAY	MALACCA
6701045	AEON Melaka SC	2025-03-22	2785	78	DINE IN	MALACCA
6701045	AEON Melaka SC	2025-03-22	376	12	FOOD PANDA	MALACCA
6701045	AEON Melaka SC	2025-03-22	1459	35	GRAB FOOD	MALACCA
6701045	AEON Melaka SC	2025-03-22		13	NONE	MALACCA
6701045	AEON Melaka SC	2025-03-22	1983	60	TAKE AWAY	MALACCA
6701045	AEON Melaka SC	2025-03-23	3176	63	DINE IN	MALACCA
6701045	AEON Melaka SC	2025-03-23	462	11	FOOD PANDA	MALACCA
6701045	AEON Melaka SC	2025-03-23	1665	39	GRAB FOOD	MALACCA
6701045	AEON Melaka SC	2025-03-23	2069	64	TAKE AWAY	MALACCA
6701045	AEON Melaka SC	2025-03-24	1643	43	DINE IN	MALACCA
6701045	AEON Melaka SC	2025-03-24	686	14	FOOD PANDA	MALACCA
6701045	AEON Melaka SC	2025-03-24	874	26	GRAB FOOD	MALACCA
6701045	AEON Melaka SC	2025-03-24		20	NONE	MALACCA
6701045	AEON Melaka SC	2025-03-24	1517	45	TAKE AWAY	MALACCA
6701046	Palo 101 Ipoh	2025-03-01	1286	43	DINE IN	PERAK
6701046	Palo 101 Ipoh	2025-03-01	472	14	FOOD PANDA	PERAK
6701046	Palo 101 Ipoh	2025-03-01		7	NONE	PERAK
6701046	Palo 101 Ipoh	2025-03-01	607	16	TAKE AWAY	PERAK
6701046	Palo 101 Ipoh	2025-03-02	194	5	DINE IN	PERAK
6701046	Palo 101 Ipoh	2025-03-02	318	9	FOOD PANDA	PERAK
6701046	Palo 101 Ipoh	2025-03-02	48	2	GRAB FOOD	PERAK
6701046	Palo 101 Ipoh	2025-03-02		8	NONE	PERAK
6701046	Palo 101 Ipoh	2025-03-02	229	9	TAKE AWAY	PERAK
6701046	Palo 101 Ipoh	2025-03-03	146	7	DINE IN	PERAK
6701046	Palo 101 Ipoh	2025-03-03	283	7	FOOD PANDA	PERAK
6701046	Palo 101 Ipoh	2025-03-03	304	8	GRAB FOOD	PERAK
6701046	Palo 101 Ipoh	2025-03-03		6	NONE	PERAK
6701046	Palo 101 Ipoh	2025-03-03	110	3	TAKE AWAY	PERAK
6701046	Palo 101 Ipoh	2025-03-04	240	9	DINE IN	PERAK
6701046	Palo 101 Ipoh	2025-03-04	217	7	FOOD PANDA	PERAK
6701046	Palo 101 Ipoh	2025-03-04	310	12	GRAB FOOD	PERAK
6701046	Palo 101 Ipoh	2025-03-04		8	NONE	PERAK
6701046	Palo 101 Ipoh	2025-03-04	161	7	TAKE AWAY	PERAK
6701046	Palo 101 Ipoh	2025-03-05	214	11	DINE IN	PERAK
6701046	Palo 101 Ipoh	2025-03-05	609	17	FOOD PANDA	PERAK
6701046	Palo 101 Ipoh	2025-03-05	450	13	GRAB FOOD	PERAK
6701046	Palo 101 Ipoh	2025-03-05		9	NONE	PERAK
6701046	Palo 101 Ipoh	2025-03-05	240	8	TAKE AWAY	PERAK
6701046	Palo 101 Ipoh	2025-03-06	302	8	DINE IN	PERAK
6701046	Palo 101 Ipoh	2025-03-06	448	13	FOOD PANDA	PERAK
6701046	Palo 101 Ipoh	2025-03-06	405	14	GRAB FOOD	PERAK
6701046	Palo 101 Ipoh	2025-03-06		5	NONE	PERAK
6701046	Palo 101 Ipoh	2025-03-06	310	9	TAKE AWAY	PERAK
6701046	Palo 101 Ipoh	2025-03-07	210	9	DINE IN	PERAK
6701046	Palo 101 Ipoh	2025-03-07	407	11	FOOD PANDA	PERAK
6701046	Palo 101 Ipoh	2025-03-07	545	14	GRAB FOOD	PERAK
6701046	Palo 101 Ipoh	2025-03-07		7	NONE	PERAK
6701046	Palo 101 Ipoh	2025-03-07	134	4	TAKE AWAY	PERAK
6701046	Palo 101 Ipoh	2025-03-08	746	22	DINE IN	PERAK
6701046	Palo 101 Ipoh	2025-03-08	379	10	FOOD PANDA	PERAK
6701046	Palo 101 Ipoh	2025-03-08	501	13	GRAB FOOD	PERAK
6701046	Palo 101 Ipoh	2025-03-08		8	NONE	PERAK
6701046	Palo 101 Ipoh	2025-03-08	234	9	TAKE AWAY	PERAK
6701046	Palo 101 Ipoh	2025-03-09	432	14	DINE IN	PERAK
6701046	Palo 101 Ipoh	2025-03-09	591	19	FOOD PANDA	PERAK
6701046	Palo 101 Ipoh	2025-03-09	594	14	GRAB FOOD	PERAK
6701046	Palo 101 Ipoh	2025-03-09		8	NONE	PERAK
6701046	Palo 101 Ipoh	2025-03-09	293	9	TAKE AWAY	PERAK
6701046	Palo 101 Ipoh	2025-03-10	132	4	DINE IN	PERAK
6701046	Palo 101 Ipoh	2025-03-10	75	2	FOOD PANDA	PERAK
6701046	Palo 101 Ipoh	2025-03-10	318	9	GRAB FOOD	PERAK
6701046	Palo 101 Ipoh	2025-03-10		7	NONE	PERAK
6701046	Palo 101 Ipoh	2025-03-10	188	11	TAKE AWAY	PERAK
6701046	Palo 101 Ipoh	2025-03-11	398	15	DINE IN	PERAK
6701046	Palo 101 Ipoh	2025-03-11	153	5	FOOD PANDA	PERAK
6701046	Palo 101 Ipoh	2025-03-11	471	14	GRAB FOOD	PERAK
6701046	Palo 101 Ipoh	2025-03-11		7	NONE	PERAK
6701046	Palo 101 Ipoh	2025-03-11	211	7	TAKE AWAY	PERAK
6701046	Palo 101 Ipoh	2025-03-12	344	11	DINE IN	PERAK
6701046	Palo 101 Ipoh	2025-03-12	103	3	FOOD PANDA	PERAK
6701046	Palo 101 Ipoh	2025-03-12	692	19	GRAB FOOD	PERAK
6701046	Palo 101 Ipoh	2025-03-12		5	NONE	PERAK
6701046	Palo 101 Ipoh	2025-03-12	240	10	TAKE AWAY	PERAK
6701046	Palo 101 Ipoh	2025-03-13	241	8	DINE IN	PERAK
6701046	Palo 101 Ipoh	2025-03-13	357	8	FOOD PANDA	PERAK
6701046	Palo 101 Ipoh	2025-03-13	408	13	GRAB FOOD	PERAK
6701046	Palo 101 Ipoh	2025-03-13		8	NONE	PERAK
6701046	Palo 101 Ipoh	2025-03-13	134	6	TAKE AWAY	PERAK
6701046	Palo 101 Ipoh	2025-03-14	613	21	DINE IN	PERAK
6701046	Palo 101 Ipoh	2025-03-14	254	7	FOOD PANDA	PERAK
6701046	Palo 101 Ipoh	2025-03-14	892	19	GRAB FOOD	PERAK
6701046	Palo 101 Ipoh	2025-03-14		7	NONE	PERAK
6701046	Palo 101 Ipoh	2025-03-14	140	9	TAKE AWAY	PERAK
6701046	Palo 101 Ipoh	2025-03-15	575	11	DINE IN	PERAK
6701046	Palo 101 Ipoh	2025-03-15	290	9	FOOD PANDA	PERAK
6701046	Palo 101 Ipoh	2025-03-15	788	21	GRAB FOOD	PERAK
6701046	Palo 101 Ipoh	2025-03-15		7	NONE	PERAK
6701046	Palo 101 Ipoh	2025-03-15	311	9	TAKE AWAY	PERAK
6701046	Palo 101 Ipoh	2025-03-16	320	15	DINE IN	PERAK
6701046	Palo 101 Ipoh	2025-03-16	357	8	FOOD PANDA	PERAK
6701046	Palo 101 Ipoh	2025-03-16	884	22	GRAB FOOD	PERAK
6701046	Palo 101 Ipoh	2025-03-16		7	NONE	PERAK
6701046	Palo 101 Ipoh	2025-03-16	469	13	TAKE AWAY	PERAK
6701046	Palo 101 Ipoh	2025-03-17	469	14	DINE IN	PERAK
6701046	Palo 101 Ipoh	2025-03-17	162	4	FOOD PANDA	PERAK
6701046	Palo 101 Ipoh	2025-03-17	745	22	GRAB FOOD	PERAK
6701046	Palo 101 Ipoh	2025-03-17		7	NONE	PERAK
6701046	Palo 101 Ipoh	2025-03-17	336	11	TAKE AWAY	PERAK
6701046	Palo 101 Ipoh	2025-03-18	185	7	DINE IN	PERAK
6701046	Palo 101 Ipoh	2025-03-18	127	4	FOOD PANDA	PERAK
6701046	Palo 101 Ipoh	2025-03-18	652	20	GRAB FOOD	PERAK
6701046	Palo 101 Ipoh	2025-03-18		7	NONE	PERAK
6701046	Palo 101 Ipoh	2025-03-18	148	4	TAKE AWAY	PERAK
6701046	Palo 101 Ipoh	2025-03-19	119	4	DINE IN	PERAK
6701046	Palo 101 Ipoh	2025-03-19	237	8	FOOD PANDA	PERAK
6701046	Palo 101 Ipoh	2025-03-19	319	10	GRAB FOOD	PERAK
6701046	Palo 101 Ipoh	2025-03-19		7	NONE	PERAK
6701046	Palo 101 Ipoh	2025-03-19	395	8	TAKE AWAY	PERAK
6701046	Palo 101 Ipoh	2025-03-20	549	22	DINE IN	PERAK
6701046	Palo 101 Ipoh	2025-03-20	238	7	FOOD PANDA	PERAK
6701046	Palo 101 Ipoh	2025-03-20	529	13	GRAB FOOD	PERAK
6701046	Palo 101 Ipoh	2025-03-20		8	NONE	PERAK
6701046	Palo 101 Ipoh	2025-03-20	116	4	TAKE AWAY	PERAK
6701046	Palo 101 Ipoh	2025-03-21	431	13	DINE IN	PERAK
6701046	Palo 101 Ipoh	2025-03-21	350	8	FOOD PANDA	PERAK
6701046	Palo 101 Ipoh	2025-03-21	738	18	GRAB FOOD	PERAK
6701046	Palo 101 Ipoh	2025-03-21		8	NONE	PERAK
6701046	Palo 101 Ipoh	2025-03-21	143	5	TAKE AWAY	PERAK
6701046	Palo 101 Ipoh	2025-03-22	374	14	DINE IN	PERAK
6701046	Palo 101 Ipoh	2025-03-22	181	5	FOOD PANDA	PERAK
6701046	Palo 101 Ipoh	2025-03-22	340	9	GRAB FOOD	PERAK
6701046	Palo 101 Ipoh	2025-03-22		7	NONE	PERAK
6701046	Palo 101 Ipoh	2025-03-22	500	14	TAKE AWAY	PERAK
6701046	Palo 101 Ipoh	2025-03-23	699	19	DINE IN	PERAK
6701046	Palo 101 Ipoh	2025-03-23	414	11	FOOD PANDA	PERAK
6701046	Palo 101 Ipoh	2025-03-23	916	25	GRAB FOOD	PERAK
6701046	Palo 101 Ipoh	2025-03-23		7	NONE	PERAK
6701046	Palo 101 Ipoh	2025-03-23	306	9	TAKE AWAY	PERAK
6701046	Palo 101 Ipoh	2025-03-24	500	13	DINE IN	PERAK
6701046	Palo 101 Ipoh	2025-03-24	457	13	FOOD PANDA	PERAK
6701046	Palo 101 Ipoh	2025-03-24	635	16	GRAB FOOD	PERAK
6701046	Palo 101 Ipoh	2025-03-24		6	NONE	PERAK
6701046	Palo 101 Ipoh	2025-03-24	254	11	TAKE AWAY	PERAK
6701047	Tampin	2025-03-01	2834	75	DINE IN	NEGERI SEMBILAN
6701047	Tampin	2025-03-01	502	15	FOOD PANDA	NEGERI SEMBILAN
6701047	Tampin	2025-03-01	704	15	GRAB FOOD	NEGERI SEMBILAN
6701047	Tampin	2025-03-01		10	NONE	NEGERI SEMBILAN
6701047	Tampin	2025-03-01	2627	77	TAKE AWAY	NEGERI SEMBILAN
6701047	Tampin	2025-03-02	544	19	DINE IN	NEGERI SEMBILAN
6701047	Tampin	2025-03-02	265	8	FOOD PANDA	NEGERI SEMBILAN
6701047	Tampin	2025-03-02	261	7	GRAB FOOD	NEGERI SEMBILAN
6701047	Tampin	2025-03-02		10	NONE	NEGERI SEMBILAN
6701047	Tampin	2025-03-02	933	29	TAKE AWAY	NEGERI SEMBILAN
6701047	Tampin	2025-03-03	395	9	DINE IN	NEGERI SEMBILAN
6701047	Tampin	2025-03-03	193	6	FOOD PANDA	NEGERI SEMBILAN
