SecondaryStoreID	StoreName	DateOfBusiness	TotalSales	Count_TC	Salestype_Ctg	Region
6701012	Muar	2025-03-12	558	18	TAKE AWAY	JOHOR
6701012	Muar	2025-03-13	973	23	DINE IN	JOHOR
6701012	Muar	2025-03-13	682	23	FOOD PANDA	JOHOR
6701012	Muar	2025-03-13	893	21	GRAB FOOD	JOHOR
6701012	Muar	2025-03-13		9	NONE	JOHOR
6701012	Muar	2025-03-13	748	28	TAKE AWAY	JOHOR
6701012	Muar	2025-03-14	914	22	DINE IN	JOHOR
6701012	Muar	2025-03-14	815	24	FOOD PANDA	JOHOR
6701012	Muar	2025-03-14	447	14	GRAB FOOD	JOHOR
6701012	Muar	2025-03-14		10	NONE	JOHOR
6701012	Muar	2025-03-14	1607	39	TAKE AWAY	JOHOR
6701012	Muar	2025-03-15	1023	35	DINE IN	JOHOR
6701012	Muar	2025-03-15	560	18	FOOD PANDA	JOHOR
6701012	Muar	2025-03-15	509	14	GRAB FOOD	JOHOR
6701012	Muar	2025-03-15		10	NONE	JOHOR
6701012	Muar	2025-03-15	1790	41	TAKE AWAY	JOHOR
6701012	Muar	2025-03-16	498	13	DINE IN	JOHOR
6701012	Muar	2025-03-16	843	19	FOOD PANDA	JOHOR
6701012	Muar	2025-03-16	730	21	GRAB FOOD	JOHOR
6701012	Muar	2025-03-16		7	NONE	JOHOR
6701012	Muar	2025-03-16	1262	35	TAKE AWAY	JOHOR
6701012	Muar	2025-03-17	1122	28	DINE IN	JOHOR
6701012	Muar	2025-03-17	857	22	FOOD PANDA	JOHOR
6701012	Muar	2025-03-17	432	14	GRAB FOOD	JOHOR
6701012	Muar	2025-03-17		8	NONE	JOHOR
6701012	Muar	2025-03-17	1086	32	TAKE AWAY	JOHOR
6701012	Muar	2025-03-18	972	28	DINE IN	JOHOR
6701012	Muar	2025-03-18	963	27	FOOD PANDA	JOHOR
6701012	Muar	2025-03-18	255	7	GRAB FOOD	JOHOR
6701012	Muar	2025-03-18		8	NONE	JOHOR
6701012	Muar	2025-03-18	771	24	TAKE AWAY	JOHOR
6701012	Muar	2025-03-19	515	16	DINE IN	JOHOR
6701012	Muar	2025-03-19	763	22	FOOD PANDA	JOHOR
6701012	Muar	2025-03-19	625	15	GRAB FOOD	JOHOR
6701012	Muar	2025-03-19		9	NONE	JOHOR
6701012	Muar	2025-03-19	1234	39	TAKE AWAY	JOHOR
6701012	Muar	2025-03-20	1290	33	DINE IN	JOHOR
6701012	Muar	2025-03-20	1278	29	FOOD PANDA	JOHOR
6701012	Muar	2025-03-20	252	8	GRAB FOOD	JOHOR
6701012	Muar	2025-03-20		10	NONE	JOHOR
6701012	Muar	2025-03-20	1076	23	TAKE AWAY	JOHOR
6701012	Muar	2025-03-21	1417	43	DINE IN	JOHOR
6701012	Muar	2025-03-21	1095	28	FOOD PANDA	JOHOR
6701012	Muar	2025-03-21	289	9	GRAB FOOD	JOHOR
6701012	Muar	2025-03-21		10	NONE	JOHOR
6701012	Muar	2025-03-21	1215	32	TAKE AWAY	JOHOR
6701012	Muar	2025-03-22	831	19	DINE IN	JOHOR
6701012	Muar	2025-03-22	1025	24	FOOD PANDA	JOHOR
6701012	Muar	2025-03-22	641	17	GRAB FOOD	JOHOR
6701012	Muar	2025-03-22		11	NONE	JOHOR
6701012	Muar	2025-03-22	1418	39	TAKE AWAY	JOHOR
6701012	Muar	2025-03-23	1246	29	DINE IN	JOHOR
6701012	Muar	2025-03-23	1326	33	FOOD PANDA	JOHOR
6701012	Muar	2025-03-23	913	21	GRAB FOOD	JOHOR
6701012	Muar	2025-03-23		9	NONE	JOHOR
6701012	Muar	2025-03-23	1500	47	TAKE AWAY	JOHOR
6701012	Muar	2025-03-24	1166	27	DINE IN	JOHOR
6701012	Muar	2025-03-24	1050	26	FOOD PANDA	JOHOR
6701012	Muar	2025-03-24	444	10	GRAB FOOD	JOHOR
6701012	Muar	2025-03-24		17	NONE	JOHOR
6701012	Muar	2025-03-24	1565	42	TAKE AWAY	JOHOR
6701013	Kuala Selangor	2025-03-01	5249	132	DINE IN	SELANGOR
6701013	Kuala Selangor	2025-03-01	787	18	FOOD PANDA	SELANGOR
6701013	Kuala Selangor	2025-03-01	267	7	GRAB FOOD	SELANGOR
6701013	Kuala Selangor	2025-03-01		13	NONE	SELANGOR
6701013	Kuala Selangor	2025-03-01	4784	118	TAKE AWAY	SELANGOR
6701013	Kuala Selangor	2025-03-02	548	16	DINE IN	SELANGOR
6701013	Kuala Selangor	2025-03-02	638	14	FOOD PANDA	SELANGOR
6701013	Kuala Selangor	2025-03-02	78	2	GRAB FOOD	SELANGOR
6701013	Kuala Selangor	2025-03-02		13	NONE	SELANGOR
6701013	Kuala Selangor	2025-03-02	1578	43	TAKE AWAY	SELANGOR
6701013	Kuala Selangor	2025-03-03	350	10	DINE IN	SELANGOR
6701013	Kuala Selangor	2025-03-03	96	2	FOOD PANDA	SELANGOR
6701013	Kuala Selangor	2025-03-03	88	3	GRAB FOOD	SELANGOR
6701013	Kuala Selangor	2025-03-03		14	NONE	SELANGOR
6701013	Kuala Selangor	2025-03-03	1248	31	TAKE AWAY	SELANGOR
6701013	Kuala Selangor	2025-03-04	343	13	DINE IN	SELANGOR
6701013	Kuala Selangor	2025-03-04	335	9	FOOD PANDA	SELANGOR
6701013	Kuala Selangor	2025-03-04	93	2	GRAB FOOD	SELANGOR
6701013	Kuala Selangor	2025-03-04		13	NONE	SELANGOR
6701013	Kuala Selangor	2025-03-04	1080	31	TAKE AWAY	SELANGOR
6701013	Kuala Selangor	2025-03-05	618	20	DINE IN	SELANGOR
6701013	Kuala Selangor	2025-03-05	497	13	FOOD PANDA	SELANGOR
6701013	Kuala Selangor	2025-03-05	150	4	GRAB FOOD	SELANGOR
6701013	Kuala Selangor	2025-03-05		11	NONE	SELANGOR
6701013	Kuala Selangor	2025-03-05	991	32	TAKE AWAY	SELANGOR
6701013	Kuala Selangor	2025-03-06	272	6	DINE IN	SELANGOR
6701013	Kuala Selangor	2025-03-06	233	8	FOOD PANDA	SELANGOR
6701013	Kuala Selangor	2025-03-06	252	7	GRAB FOOD	SELANGOR
6701013	Kuala Selangor	2025-03-06		11	NONE	SELANGOR
6701013	Kuala Selangor	2025-03-06	1011	30	TAKE AWAY	SELANGOR
6701013	Kuala Selangor	2025-03-07	1404	32	DINE IN	SELANGOR
6701013	Kuala Selangor	2025-03-07	599	13	FOOD PANDA	SELANGOR
6701013	Kuala Selangor	2025-03-07	98	3	GRAB FOOD	SELANGOR
6701013	Kuala Selangor	2025-03-07		13	NONE	SELANGOR
6701013	Kuala Selangor	2025-03-07	1797	52	TAKE AWAY	SELANGOR
6701013	Kuala Selangor	2025-03-08	521	15	DINE IN	SELANGOR
6701013	Kuala Selangor	2025-03-08	378	11	FOOD PANDA	SELANGOR
6701013	Kuala Selangor	2025-03-08	229	6	GRAB FOOD	SELANGOR
6701013	Kuala Selangor	2025-03-08		13	NONE	SELANGOR
6701013	Kuala Selangor	2025-03-08	2485	67	TAKE AWAY	SELANGOR
6701013	Kuala Selangor	2025-03-09	792	30	DINE IN	SELANGOR
6701013	Kuala Selangor	2025-03-09	398	9	FOOD PANDA	SELANGOR
6701013	Kuala Selangor	2025-03-09	134	4	GRAB FOOD	SELANGOR
6701013	Kuala Selangor	2025-03-09		13	NONE	SELANGOR
6701013	Kuala Selangor	2025-03-09	1718	51	TAKE AWAY	SELANGOR
6701013	Kuala Selangor	2025-03-10	313	9	DINE IN	SELANGOR
6701013	Kuala Selangor	2025-03-10	252	7	FOOD PANDA	SELANGOR
6701013	Kuala Selangor	2025-03-10	183	6	GRAB FOOD	SELANGOR
6701013	Kuala Selangor	2025-03-10		13	NONE	SELANGOR
6701013	Kuala Selangor	2025-03-10	1149	34	TAKE AWAY	SELANGOR
6701013	Kuala Selangor	2025-03-11	767	23	DINE IN	SELANGOR
6701013	Kuala Selangor	2025-03-11	91	3	FOOD PANDA	SELANGOR
6701013	Kuala Selangor	2025-03-11	120	3	GRAB FOOD	SELANGOR
6701013	Kuala Selangor	2025-03-11		11	NONE	SELANGOR
6701013	Kuala Selangor	2025-03-11	1500	41	TAKE AWAY	SELANGOR
6701013	Kuala Selangor	2025-03-12	704	24	DINE IN	SELANGOR
6701013	Kuala Selangor	2025-03-12	185	6	FOOD PANDA	SELANGOR
6701013	Kuala Selangor	2025-03-12	43	2	GRAB FOOD	SELANGOR
6701013	Kuala Selangor	2025-03-12		13	NONE	SELANGOR
6701013	Kuala Selangor	2025-03-12	1261	39	TAKE AWAY	SELANGOR
6701013	Kuala Selangor	2025-03-13	962	33	DINE IN	SELANGOR
6701013	Kuala Selangor	2025-03-13	337	8	FOOD PANDA	SELANGOR
6701013	Kuala Selangor	2025-03-13	119	2	GRAB FOOD	SELANGOR
6701013	Kuala Selangor	2025-03-13		12	NONE	SELANGOR
6701013	Kuala Selangor	2025-03-13	1107	30	TAKE AWAY	SELANGOR
6701013	Kuala Selangor	2025-03-14	1368	43	DINE IN	SELANGOR
6701013	Kuala Selangor	2025-03-14	407	11	FOOD PANDA	SELANGOR
6701013	Kuala Selangor	2025-03-14	191	5	GRAB FOOD	SELANGOR
6701013	Kuala Selangor	2025-03-14		12	NONE	SELANGOR
6701013	Kuala Selangor	2025-03-14	1561	49	TAKE AWAY	SELANGOR
6701013	Kuala Selangor	2025-03-15	1228	26	DINE IN	SELANGOR
6701013	Kuala Selangor	2025-03-15	192	6	FOOD PANDA	SELANGOR
6701013	Kuala Selangor	2025-03-15	195	7	GRAB FOOD	SELANGOR
6701013	Kuala Selangor	2025-03-15		10	NONE	SELANGOR
6701013	Kuala Selangor	2025-03-15	2688	76	TAKE AWAY	SELANGOR
6701013	Kuala Selangor	2025-03-16	661	14	DINE IN	SELANGOR
6701013	Kuala Selangor	2025-03-16	196	4	FOOD PANDA	SELANGOR
6701013	Kuala Selangor	2025-03-16	131	3	GRAB FOOD	SELANGOR
6701013	Kuala Selangor	2025-03-16		12	NONE	SELANGOR
6701013	Kuala Selangor	2025-03-16	2975	82	TAKE AWAY	SELANGOR
6701013	Kuala Selangor	2025-03-17	814	21	DINE IN	SELANGOR
6701013	Kuala Selangor	2025-03-17	221	6	FOOD PANDA	SELANGOR
6701013	Kuala Selangor	2025-03-17	206	4	GRAB FOOD	SELANGOR
6701013	Kuala Selangor	2025-03-17		11	NONE	SELANGOR
6701013	Kuala Selangor	2025-03-17	1467	45	TAKE AWAY	SELANGOR
6701013	Kuala Selangor	2025-03-18	830	23	DINE IN	SELANGOR
6701013	Kuala Selangor	2025-03-18	484	12	FOOD PANDA	SELANGOR
6701013	Kuala Selangor	2025-03-18	74	2	GRAB FOOD	SELANGOR
6701013	Kuala Selangor	2025-03-18		6	NONE	SELANGOR
6701013	Kuala Selangor	2025-03-18	1943	54	TAKE AWAY	SELANGOR
6701013	Kuala Selangor	2025-03-19	355	14	DINE IN	SELANGOR
6701013	Kuala Selangor	2025-03-19	374	10	FOOD PANDA	SELANGOR
6701013	Kuala Selangor	2025-03-19	239	5	GRAB FOOD	SELANGOR
6701013	Kuala Selangor	2025-03-19		10	NONE	SELANGOR
6701013	Kuala Selangor	2025-03-19	948	25	TAKE AWAY	SELANGOR
6701013	Kuala Selangor	2025-03-20	696	17	DINE IN	SELANGOR
6701013	Kuala Selangor	2025-03-20	256	6	FOOD PANDA	SELANGOR
6701013	Kuala Selangor	2025-03-20	268	5	GRAB FOOD	SELANGOR
6701013	Kuala Selangor	2025-03-20		9	NONE	SELANGOR
6701013	Kuala Selangor	2025-03-20	1569	51	TAKE AWAY	SELANGOR
6701013	Kuala Selangor	2025-03-21	1648	42	DINE IN	SELANGOR
6701013	Kuala Selangor	2025-03-21	189	6	FOOD PANDA	SELANGOR
6701013	Kuala Selangor	2025-03-21	266	4	GRAB FOOD	SELANGOR
6701013	Kuala Selangor	2025-03-21		11	NONE	SELANGOR
6701013	Kuala Selangor	2025-03-21	2448	65	TAKE AWAY	SELANGOR
6701013	Kuala Selangor	2025-03-22	1991	47	DINE IN	SELANGOR
6701013	Kuala Selangor	2025-03-22	263	8	FOOD PANDA	SELANGOR
6701013	Kuala Selangor	2025-03-22	94	2	GRAB FOOD	SELANGOR
6701013	Kuala Selangor	2025-03-22		13	NONE	SELANGOR
6701013	Kuala Selangor	2025-03-22	2571	69	TAKE AWAY	SELANGOR
6701013	Kuala Selangor	2025-03-23	1110	30	DINE IN	SELANGOR
6701013	Kuala Selangor	2025-03-23	668	13	FOOD PANDA	SELANGOR
6701013	Kuala Selangor	2025-03-23	230	8	GRAB FOOD	SELANGOR
6701013	Kuala Selangor	2025-03-23		11	NONE	SELANGOR
6701013	Kuala Selangor	2025-03-23	3541	89	TAKE AWAY	SELANGOR
6701013	Kuala Selangor	2025-03-24	975	25	DINE IN	SELANGOR
6701013	Kuala Selangor	2025-03-24	276	9	FOOD PANDA	SELANGOR
6701013	Kuala Selangor	2025-03-24	78	3	GRAB FOOD	SELANGOR
6701013	Kuala Selangor	2025-03-24		13	NONE	SELANGOR
6701013	Kuala Selangor	2025-03-24	1685	48	TAKE AWAY	SELANGOR
6701014	Ecohill Semenyih	2025-03-01	4312	97	DINE IN	SELANGOR
6701014	Ecohill Semenyih	2025-03-01	670	19	FOOD PANDA	SELANGOR
6701014	Ecohill Semenyih	2025-03-01	1336	29	GRAB FOOD	SELANGOR
6701014	Ecohill Semenyih	2025-03-01	2456	70	TAKE AWAY	SELANGOR
6701014	Ecohill Semenyih	2025-03-02	496	15	DINE IN	SELANGOR
6701014	Ecohill Semenyih	2025-03-02	357	11	FOOD PANDA	SELANGOR
6701014	Ecohill Semenyih	2025-03-02	542	10	GRAB FOOD	SELANGOR
6701014	Ecohill Semenyih	2025-03-02		12	NONE	SELANGOR
6701014	Ecohill Semenyih	2025-03-02	594	20	TAKE AWAY	SELANGOR
6701014	Ecohill Semenyih	2025-03-03	358	11	DINE IN	SELANGOR
6701014	Ecohill Semenyih	2025-03-03	842	23	FOOD PANDA	SELANGOR
6701014	Ecohill Semenyih	2025-03-03	613	14	GRAB FOOD	SELANGOR
6701014	Ecohill Semenyih	2025-03-03		10	NONE	SELANGOR
6701014	Ecohill Semenyih	2025-03-03	678	17	TAKE AWAY	SELANGOR
6701014	Ecohill Semenyih	2025-03-04	115	5	DINE IN	SELANGOR
6701014	Ecohill Semenyih	2025-03-04	557	15	FOOD PANDA	SELANGOR
6701014	Ecohill Semenyih	2025-03-04	498	16	GRAB FOOD	SELANGOR
6701014	Ecohill Semenyih	2025-03-04		6	NONE	SELANGOR
6701014	Ecohill Semenyih	2025-03-04	808	22	TAKE AWAY	SELANGOR
6701014	Ecohill Semenyih	2025-03-05	469	12	DINE IN	SELANGOR
6701014	Ecohill Semenyih	2025-03-05	967	25	FOOD PANDA	SELANGOR
6701014	Ecohill Semenyih	2025-03-05	699	19	GRAB FOOD	SELANGOR
6701014	Ecohill Semenyih	2025-03-05		1	NONE	SELANGOR
6701014	Ecohill Semenyih	2025-03-05	990	28	TAKE AWAY	SELANGOR
6701014	Ecohill Semenyih	2025-03-06	518	16	DINE IN	SELANGOR
6701014	Ecohill Semenyih	2025-03-06	1112	29	FOOD PANDA	SELANGOR
6701014	Ecohill Semenyih	2025-03-06	743	19	GRAB FOOD	SELANGOR
6701014	Ecohill Semenyih	2025-03-06		12	NONE	SELANGOR
6701014	Ecohill Semenyih	2025-03-06	663	20	TAKE AWAY	SELANGOR
6701014	Ecohill Semenyih	2025-03-07	617	23	DINE IN	SELANGOR
6701014	Ecohill Semenyih	2025-03-07	748	20	FOOD PANDA	SELANGOR
6701014	Ecohill Semenyih	2025-03-07	996	22	GRAB FOOD	SELANGOR
6701014	Ecohill Semenyih	2025-03-07		10	NONE	SELANGOR
6701014	Ecohill Semenyih	2025-03-07	712	22	TAKE AWAY	SELANGOR
6701014	Ecohill Semenyih	2025-03-08	910	23	DINE IN	SELANGOR
6701014	Ecohill Semenyih	2025-03-08	964	29	FOOD PANDA	SELANGOR
6701014	Ecohill Semenyih	2025-03-08	1386	31	GRAB FOOD	SELANGOR
6701014	Ecohill Semenyih	2025-03-08		10	NONE	SELANGOR
6701014	Ecohill Semenyih	2025-03-08	1545	36	TAKE AWAY	SELANGOR
6701014	Ecohill Semenyih	2025-03-09	951	26	DINE IN	SELANGOR
6701014	Ecohill Semenyih	2025-03-09	750	21	FOOD PANDA	SELANGOR
6701014	Ecohill Semenyih	2025-03-09	688	18	GRAB FOOD	SELANGOR
6701014	Ecohill Semenyih	2025-03-09		8	NONE	SELANGOR
6701014	Ecohill Semenyih	2025-03-09	787	24	TAKE AWAY	SELANGOR
6701014	Ecohill Semenyih	2025-03-10	935	20	DINE IN	SELANGOR
6701014	Ecohill Semenyih	2025-03-10	547	16	FOOD PANDA	SELANGOR
6701014	Ecohill Semenyih	2025-03-10	551	15	GRAB FOOD	SELANGOR
6701014	Ecohill Semenyih	2025-03-10		10	NONE	SELANGOR
6701014	Ecohill Semenyih	2025-03-10	767	24	TAKE AWAY	SELANGOR
6701014	Ecohill Semenyih	2025-03-11	743	28	DINE IN	SELANGOR
6701014	Ecohill Semenyih	2025-03-11	333	9	FOOD PANDA	SELANGOR
6701014	Ecohill Semenyih	2025-03-11	1014	24	GRAB FOOD	SELANGOR
6701014	Ecohill Semenyih	2025-03-11		10	NONE	SELANGOR
6701014	Ecohill Semenyih	2025-03-11	1241	36	TAKE AWAY	SELANGOR
6701014	Ecohill Semenyih	2025-03-12	1063	29	DINE IN	SELANGOR
6701014	Ecohill Semenyih	2025-03-12	415	9	FOOD PANDA	SELANGOR
6701014	Ecohill Semenyih	2025-03-12	514	13	GRAB FOOD	SELANGOR
6701014	Ecohill Semenyih	2025-03-12		10	NONE	SELANGOR
6701014	Ecohill Semenyih	2025-03-12	1027	31	TAKE AWAY	SELANGOR
6701014	Ecohill Semenyih	2025-03-13	1024	31	DINE IN	SELANGOR
6701014	Ecohill Semenyih	2025-03-13	307	9	FOOD PANDA	SELANGOR
6701014	Ecohill Semenyih	2025-03-13	896	23	GRAB FOOD	SELANGOR
6701014	Ecohill Semenyih	2025-03-13		10	NONE	SELANGOR
6701014	Ecohill Semenyih	2025-03-13	807	27	TAKE AWAY	SELANGOR
6701014	Ecohill Semenyih	2025-03-14	1210	52	DINE IN	SELANGOR
6701014	Ecohill Semenyih	2025-03-14	595	16	FOOD PANDA	SELANGOR
6701014	Ecohill Semenyih	2025-03-14	1161	23	GRAB FOOD	SELANGOR
6701014	Ecohill Semenyih	2025-03-14		9	NONE	SELANGOR
6701014	Ecohill Semenyih	2025-03-14	1010	27	TAKE AWAY	SELANGOR
6701014	Ecohill Semenyih	2025-03-15	1348	45	DINE IN	SELANGOR
6701014	Ecohill Semenyih	2025-03-15	303	9	FOOD PANDA	SELANGOR
6701014	Ecohill Semenyih	2025-03-15	883	17	GRAB FOOD	SELANGOR
6701014	Ecohill Semenyih	2025-03-15		10	NONE	SELANGOR
6701014	Ecohill Semenyih	2025-03-15	960	30	TAKE AWAY	SELANGOR
6701014	Ecohill Semenyih	2025-03-16	1139	34	DINE IN	SELANGOR
6701014	Ecohill Semenyih	2025-03-16	610	15	FOOD PANDA	SELANGOR
6701014	Ecohill Semenyih	2025-03-16	1083	28	GRAB FOOD	SELANGOR
6701014	Ecohill Semenyih	2025-03-16		8	NONE	SELANGOR
6701014	Ecohill Semenyih	2025-03-16	1534	49	TAKE AWAY	SELANGOR
6701014	Ecohill Semenyih	2025-03-17	1088	33	DINE IN	SELANGOR
6701014	Ecohill Semenyih	2025-03-17	451	11	FOOD PANDA	SELANGOR
6701014	Ecohill Semenyih	2025-03-17	1118	28	GRAB FOOD	SELANGOR
6701014	Ecohill Semenyih	2025-03-17		11	NONE	SELANGOR
6701014	Ecohill Semenyih	2025-03-17	1325	42	TAKE AWAY	SELANGOR
6701014	Ecohill Semenyih	2025-03-18	1236	37	DINE IN	SELANGOR
6701014	Ecohill Semenyih	2025-03-18	619	13	FOOD PANDA	SELANGOR
6701014	Ecohill Semenyih	2025-03-18	784	18	GRAB FOOD	SELANGOR
6701014	Ecohill Semenyih	2025-03-18		10	NONE	SELANGOR
6701014	Ecohill Semenyih	2025-03-18	1248	33	TAKE AWAY	SELANGOR
6701014	Ecohill Semenyih	2025-03-19	821	31	DINE IN	SELANGOR
6701014	Ecohill Semenyih	2025-03-19	507	10	FOOD PANDA	SELANGOR
6701014	Ecohill Semenyih	2025-03-19	675	16	GRAB FOOD	SELANGOR
6701014	Ecohill Semenyih	2025-03-19		10	NONE	SELANGOR
6701014	Ecohill Semenyih	2025-03-19	771	18	TAKE AWAY	SELANGOR
6701014	Ecohill Semenyih	2025-03-20	951	25	DINE IN	SELANGOR
6701014	Ecohill Semenyih	2025-03-20	631	15	FOOD PANDA	SELANGOR
6701014	Ecohill Semenyih	2025-03-20	617	15	GRAB FOOD	SELANGOR
6701014	Ecohill Semenyih	2025-03-20		10	NONE	SELANGOR
6701014	Ecohill Semenyih	2025-03-20	1185	32	TAKE AWAY	SELANGOR
6701014	Ecohill Semenyih	2025-03-21	1767	53	DINE IN	SELANGOR
6701014	Ecohill Semenyih	2025-03-21	623	13	FOOD PANDA	SELANGOR
6701014	Ecohill Semenyih	2025-03-21	1128	25	GRAB FOOD	SELANGOR
6701014	Ecohill Semenyih	2025-03-21		9	NONE	SELANGOR
6701014	Ecohill Semenyih	2025-03-21	1472	42	TAKE AWAY	SELANGOR
6701014	Ecohill Semenyih	2025-03-22	1454	54	DINE IN	SELANGOR
6701014	Ecohill Semenyih	2025-03-22	477	9	FOOD PANDA	SELANGOR
6701014	Ecohill Semenyih	2025-03-22	1013	22	GRAB FOOD	SELANGOR
6701014	Ecohill Semenyih	2025-03-22		10	NONE	SELANGOR
6701014	Ecohill Semenyih	2025-03-22	1840	41	TAKE AWAY	SELANGOR
6701014	Ecohill Semenyih	2025-03-23	1783	43	DINE IN	SELANGOR
6701014	Ecohill Semenyih	2025-03-23	711	15	FOOD PANDA	SELANGOR
6701014	Ecohill Semenyih	2025-03-23	725	17	GRAB FOOD	SELANGOR
6701014	Ecohill Semenyih	2025-03-23		10	NONE	SELANGOR
6701014	Ecohill Semenyih	2025-03-23	2457	64	TAKE AWAY	SELANGOR
6701014	Ecohill Semenyih	2025-03-24	954	35	DINE IN	SELANGOR
6701014	Ecohill Semenyih	2025-03-24	488	11	FOOD PANDA	SELANGOR
6701014	Ecohill Semenyih	2025-03-24	1300	25	GRAB FOOD	SELANGOR
6701014	Ecohill Semenyih	2025-03-24		10	NONE	SELANGOR
6701014	Ecohill Semenyih	2025-03-24	1186	33	TAKE AWAY	SELANGOR
6701015	Jonker	2025-03-01	3039	79	DINE IN	MALACCA
6701015	Jonker	2025-03-01	1672	42	FOOD PANDA	MALACCA
6701015	Jonker	2025-03-01	1140	31	GRAB FOOD	MALACCA
6701015	Jonker	2025-03-01		8	NONE	MALACCA
6701015	Jonker	2025-03-01	1250	28	TAKE AWAY	MALACCA
6701015	Jonker	2025-03-02	475	12	DINE IN	MALACCA
6701015	Jonker	2025-03-02	621	20	FOOD PANDA	MALACCA
6701015	Jonker	2025-03-02	395	13	GRAB FOOD	MALACCA
6701015	Jonker	2025-03-02		8	NONE	MALACCA
6701015	Jonker	2025-03-02	523	16	TAKE AWAY	MALACCA
6701015	Jonker	2025-03-03	198	6	DINE IN	MALACCA
6701015	Jonker	2025-03-03	709	18	FOOD PANDA	MALACCA
6701015	Jonker	2025-03-03	200	7	GRAB FOOD	MALACCA
6701015	Jonker	2025-03-03		10	NONE	MALACCA
6701015	Jonker	2025-03-03	575	14	TAKE AWAY	MALACCA
6701015	Jonker	2025-03-04	659	18	DINE IN	MALACCA
6701015	Jonker	2025-03-04	258	9	FOOD PANDA	MALACCA
6701015	Jonker	2025-03-04	180	6	GRAB FOOD	MALACCA
6701015	Jonker	2025-03-04		8	NONE	MALACCA
6701015	Jonker	2025-03-04	388	15	TAKE AWAY	MALACCA
6701015	Jonker	2025-03-05	362	9	DINE IN	MALACCA
6701015	Jonker	2025-03-05	549	16	FOOD PANDA	MALACCA
6701015	Jonker	2025-03-05	396	9	GRAB FOOD	MALACCA
6701015	Jonker	2025-03-05		8	NONE	MALACCA
6701015	Jonker	2025-03-05	316	7	TAKE AWAY	MALACCA
6701015	Jonker	2025-03-06	133	5	DINE IN	MALACCA
6701015	Jonker	2025-03-06	997	31	FOOD PANDA	MALACCA
6701015	Jonker	2025-03-06	314	8	GRAB FOOD	MALACCA
6701015	Jonker	2025-03-06		9	NONE	MALACCA
6701015	Jonker	2025-03-06	331	13	TAKE AWAY	MALACCA
6701015	Jonker	2025-03-07	526	13	DINE IN	MALACCA
6701015	Jonker	2025-03-07	432	14	FOOD PANDA	MALACCA
6701015	Jonker	2025-03-07	418	11	GRAB FOOD	MALACCA
6701015	Jonker	2025-03-07		6	NONE	MALACCA
6701015	Jonker	2025-03-07	702	19	TAKE AWAY	MALACCA
6701015	Jonker	2025-03-08	933	25	DINE IN	MALACCA
6701015	Jonker	2025-03-08	787	18	FOOD PANDA	MALACCA
6701015	Jonker	2025-03-08	499	12	GRAB FOOD	MALACCA
6701015	Jonker	2025-03-08		9	NONE	MALACCA
6701015	Jonker	2025-03-08	1066	27	TAKE AWAY	MALACCA
6701015	Jonker	2025-03-09	994	22	DINE IN	MALACCA
6701015	Jonker	2025-03-09	329	11	FOOD PANDA	MALACCA
6701015	Jonker	2025-03-09	454	11	GRAB FOOD	MALACCA
6701015	Jonker	2025-03-09		9	NONE	MALACCA
6701015	Jonker	2025-03-09	479	19	TAKE AWAY	MALACCA
6701015	Jonker	2025-03-10	377	9	DINE IN	MALACCA
6701015	Jonker	2025-03-10	379	9	FOOD PANDA	MALACCA
6701015	Jonker	2025-03-10	466	9	GRAB FOOD	MALACCA
6701015	Jonker	2025-03-10		10	NONE	MALACCA
6701015	Jonker	2025-03-10	887	18	TAKE AWAY	MALACCA
6701015	Jonker	2025-03-11	247	11	DINE IN	MALACCA
6701015	Jonker	2025-03-11	270	10	FOOD PANDA	MALACCA
6701015	Jonker	2025-03-11	449	13	GRAB FOOD	MALACCA
6701015	Jonker	2025-03-11		9	NONE	MALACCA
6701015	Jonker	2025-03-11	550	12	TAKE AWAY	MALACCA
6701015	Jonker	2025-03-12	539	17	DINE IN	MALACCA
6701015	Jonker	2025-03-12	153	4	FOOD PANDA	MALACCA
6701015	Jonker	2025-03-12	483	15	GRAB FOOD	MALACCA
6701015	Jonker	2025-03-12		9	NONE	MALACCA
6701015	Jonker	2025-03-12	650	15	TAKE AWAY	MALACCA
6701015	Jonker	2025-03-13	533	14	DINE IN	MALACCA
6701015	Jonker	2025-03-13	427	10	FOOD PANDA	MALACCA
6701015	Jonker	2025-03-13	248	7	GRAB FOOD	MALACCA
6701015	Jonker	2025-03-13		9	NONE	MALACCA
6701015	Jonker	2025-03-13	1051	22	TAKE AWAY	MALACCA
6701015	Jonker	2025-03-14	636	16	DINE IN	MALACCA
6701015	Jonker	2025-03-14	291	9	FOOD PANDA	MALACCA
6701015	Jonker	2025-03-14	730	17	GRAB FOOD	MALACCA
6701015	Jonker	2025-03-14		10	NONE	MALACCA
6701015	Jonker	2025-03-14	464	15	TAKE AWAY	MALACCA
6701015	Jonker	2025-03-15	1097	35	DINE IN	MALACCA
6701015	Jonker	2025-03-15	106	4	FOOD PANDA	MALACCA
6701015	Jonker	2025-03-15	301	11	GRAB FOOD	MALACCA
6701015	Jonker	2025-03-15		10	NONE	MALACCA
6701015	Jonker	2025-03-15	540	18	TAKE AWAY	MALACCA
6701015	Jonker	2025-03-16	723	19	DINE IN	MALACCA
6701015	Jonker	2025-03-16	293	7	FOOD PANDA	MALACCA
6701015	Jonker	2025-03-16	214	6	GRAB FOOD	MALACCA
